"casenum","date","weight_","hhcode","othersid","othersde","s7_4q2","s7_4q3","s7_4q4"
228,"9/26/99",1,3030749,5,"Egg (4 Numbers)",20,260,1.79769313486232e+308
229,"9/26/99",1,3030749,6,"Other agri product (Kg)",1.79769313486232e+308,500,1.79769313486232e+308
230,"9/26/99",1,3030849,2,"Fruit (Kg)",1.79769313486232e+308,200,1.79769313486232e+308
231,"9/26/99",1,3030849,3,"Other forest product",1.79769313486232e+308,350,1.79769313486232e+308
232,"9/26/99",1,3030849,5,"Egg (4 Numbers)",20,260,20
233,"9/26/99",1,3030849,6,"Other agri product (Kg)",1.79769313486232e+308,500,1.79769313486232e+308
234,"9/26/99",1,3030949,2,"Fruit (Kg)",80,250,1.79769313486232e+308
235,"9/26/99",1,3030949,6,"Other agri product (Kg)",1.79769313486232e+308,400,1.79769313486232e+308
236,"9/26/99",1,3031049,1,"Tress (number)",3,200,1.79769313486232e+308
237,"9/26/99",1,3031049,2,"Fruit (Kg)",1.79769313486232e+308,1000,1.79769313486232e+308
238,"9/26/99",1,3031049,5,"Egg (4 Numbers)",50,650,30
239,"9/26/99",1,3031049,6,"Other agri product (Kg)",1.79769313486232e+308,1000,1.79769313486232e+308
240,"9/26/99",1,3031149,1,"Tress (number)",2,600,1.79769313486232e+308
241,"9/26/99",1,3031149,2,"Fruit (Kg)",1.79769313486232e+308,1200,100
242,"9/26/99",1,3031149,3,"Other forest product",1.79769313486232e+308,100,1.79769313486232e+308
243,"9/26/99",1,3031149,5,"Egg (4 Numbers)",40,520,50
244,"9/26/99",1,3031149,6,"Other agri product (Kg)",1.79769313486232e+308,1000,30
245,"9/26/99",1,3031249,5,"Egg (4 Numbers)",25,350,1.79769313486232e+308
246,"9/26/99",1,3031249,6,"Other agri product (Kg)",1.79769313486232e+308,500,20
140,"8/05/99",1,3110139,1,"Tress (number)",65,500,200
141,"8/09/99",1,3110139,2,"Fruit (Kg)",20,1000,1.79769313486232e+308
142,"8/09/99",1,3110139,3,"Other forest product",50,500,1.79769313486232e+308
143,"8/09/99",1,3110139,6,"Other agri product (Kg)",1.79769313486232e+308,1500,1.79769313486232e+308
164,"8/09/99",1,3110149,1,"Tress (number)",15,700,1.79769313486232e+308
165,"8/09/99",1,3110149,2,"Fruit (Kg)",20,250,1.79769313486232e+308
166,"8/09/99",1,3110149,3,"Other forest product",80,1100,1.79769313486232e+308
167,"8/09/99",1,3110149,5,"Egg (4 Numbers)",40,480,1.79769313486232e+308
168,"8/09/99",1,3110149,6,"Other agri product (Kg)",1.79769313486232e+308,2200,50
187,"8/09/99",1,3110159,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
144,"8/09/99",1,3110239,1,"Tress (number)",20,100,1.79769313486232e+308
145,"8/09/99",1,3110239,2,"Fruit (Kg)",2,75,1.79769313486232e+308
146,"8/09/99",1,3110239,5,"Egg (4 Numbers)",8,96,1.79769313486232e+308
183,"8/09/99",1,3110249,1,"Tress (number)",10,200,1.79769313486232e+308
184,"8/09/99",1,3110249,2,"Fruit (Kg)",40,2000,1.79769313486232e+308
185,"8/09/99",1,3110249,5,"Egg (4 Numbers)",8,105,1.79769313486232e+308
186,"8/09/99",1,3110249,6,"Other agri product (Kg)",1.79769313486232e+308,1500,500
188,"8/09/99",1,3110259,1,"Tress (number)",5,350,1.79769313486232e+308
189,"8/09/99",1,3110259,2,"Fruit (Kg)",40,1000,1.79769313486232e+308
190,"8/09/99",1,3110259,3,"Other forest product",1.79769313486232e+308,1000,1.79769313486232e+308
191,"8/09/99",1,3110259,4,"Milk (Litre)",90,1440,1.79769313486232e+308
192,"8/09/99",1,3110259,5,"Egg (4 Numbers)",30,360,1.79769313486232e+308
193,"8/09/99",1,3110259,6,"Other agri product (Kg)",1.79769313486232e+308,1000,100
147,"8/09/99",1,3110339,2,"Fruit (Kg)",30,750,1.79769313486232e+308
148,"8/09/99",1,3110339,3,"Other forest product",8,100,1.79769313486232e+308
149,"8/09/99",1,3110339,4,"Milk (Litre)",180,2700,1.79769313486232e+308
150,"8/09/99",1,3110339,5,"Egg (4 Numbers)",15,180,1.79769313486232e+308
151,"8/09/99",1,3110339,6,"Other agri product (Kg)",1.79769313486232e+308,400,1.79769313486232e+308
171,"8/09/99",1,3110349,2,"Fruit (Kg)",1,25,1.79769313486232e+308
172,"8/09/99",1,3110349,5,"Egg (4 Numbers)",4,50,1.79769313486232e+308
173,"8/09/99",1,3110349,6,"Other agri product (Kg)",1.79769313486232e+308,300,1.79769313486232e+308
194,"8/09/99",1,3110359,2,"Fruit (Kg)",40,1200,1.79769313486232e+308
195,"8/09/99",1,3110359,4,"Milk (Litre)",180,3600,1.79769313486232e+308
196,"8/09/99",1,3110359,5,"Egg (4 Numbers)",365,4340,1.79769313486232e+308
197,"8/09/99",1,3110359,6,"Other agri product (Kg)",1.79769313486232e+308,500,1.79769313486232e+308
152,"8/09/99",1,3110439,5,"Egg (4 Numbers)",1.5,18,1.79769313486232e+308
153,"8/09/99",1,3110439,6,"Other agri product (Kg)",1.79769313486232e+308,300,50
174,"8/09/99",1,3110449,5,"Egg (4 Numbers)",65,780,1.79769313486232e+308
198,"8/09/99",1,3110459,1,"Tress (number)",37,2590,1.79769313486232e+308
199,"8/09/99",1,3110459,2,"Fruit (Kg)",15,500,1.79769313486232e+308
200,"8/09/99",1,3110459,3,"Other forest product",1.79769313486232e+308,400,1.79769313486232e+308
201,"8/09/99",1,3110459,4,"Milk (Litre)",60,900,1.79769313486232e+308
154,"8/09/99",1,3110539,5,"Egg (4 Numbers)",15,200,1.79769313486232e+308
175,"8/09/99",1,3110549,1,"Tress (number)",90,1000,1.79769313486232e+308
176,"8/09/99",1,3110549,2,"Fruit (Kg)",125,5000,1.79769313486232e+308
177,"8/09/99",1,3110549,3,"Other forest product",1.79769313486232e+308,25,1.79769313486232e+308
178,"8/09/99",1,3110549,5,"Egg (4 Numbers)",80,960,1.79769313486232e+308
179,"8/09/99",1,3110549,6,"Other agri product (Kg)",1.79769313486232e+308,1200,1.79769313486232e+308
155,"8/09/99",1,3110639,5,"Egg (4 Numbers)",2.5,25,1.79769313486232e+308
156,"8/09/99",1,3110639,6,"Other agri product (Kg)",18,400,25
180,"8/09/99",1,3110649,2,"Fruit (Kg)",150,3750,1.79769313486232e+308
181,"8/09/99",1,3110649,5,"Egg (4 Numbers)",25,300,1.79769313486232e+308
182,"8/09/99",1,3110649,6,"Other agri product (Kg)",1.79769313486232e+308,500,1.79769313486232e+308
157,"8/09/99",1,3110739,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
158,"8/09/99",1,3110839,2,"Fruit (Kg)",10,300,1.79769313486232e+308
159,"8/09/99",1,3110839,3,"Other forest product",4,200,1.79769313486232e+308
160,"8/09/99",1,3110839,5,"Egg (4 Numbers)",9,108,1.79769313486232e+308
161,"8/09/99",1,3110839,6,"Other agri product (Kg)",1.79769313486232e+308,700,150
162,"8/09/99",1,3110939,5,"Egg (4 Numbers)",12,144,1.79769313486232e+308
163,"8/09/99",1,3111039,3,"Other forest product",6,400,30
169,"8/09/99",1,3111139,5,"Egg (4 Numbers)",12,144,1.79769313486232e+308
170,"8/09/99",1,3111139,6,"Other agri product (Kg)",1.79769313486232e+308,300,1.79769313486232e+308
187,"8/26/99",1,3120139,1,"Tress (number)",25,400,1.79769313486232e+308
188,"8/26/99",1,3120139,2,"Fruit (Kg)",1.79769313486232e+308,300,1.79769313486232e+308
189,"8/26/99",1,3120139,3,"Other forest product",3,300,1.79769313486232e+308
190,"8/26/99",1,3120139,5,"Egg (4 Numbers)",20,200,1.79769313486232e+308
191,"8/26/99",1,3120139,6,"Other agri product (Kg)",1.79769313486232e+308,400,200
215,"8/26/99",1,3120149,1,"Tress (number)",1,200,1.79769313486232e+308
216,"8/26/99",1,3120149,2,"Fruit (Kg)",2,100,1.79769313486232e+308
217,"8/26/99",1,3120149,4,"Milk (Litre)",180,2880,1.79769313486232e+308
238,"8/26/99",1,3120159,1,"Tress (number)",20,500,1.79769313486232e+308
239,"8/26/99",1,3120159,4,"Milk (Litre)",315,5040,1.79769313486232e+308
240,"8/26/99",1,3120159,6,"Other agri product (Kg)",1.79769313486232e+308,200,1.79769313486232e+308
192,"8/26/99",1,3120239,5,"Egg (4 Numbers)",12,144,1.79769313486232e+308
193,"8/26/99",1,3120239,6,"Other agri product (Kg)",1.79769313486232e+308,600,1.79769313486232e+308
218,"8/26/99",1,3120249,1,"Tress (number)",10,500,1.79769313486232e+308
219,"8/26/99",1,3120249,2,"Fruit (Kg)",20,500,1.79769313486232e+308
220,"8/26/99",1,3120249,4,"Milk (Litre)",135,2025,1.79769313486232e+308
221,"8/26/99",1,3120249,6,"Other agri product (Kg)",1.79769313486232e+308,200,40
241,"8/26/99",1,3120259,1,"Tress (number)",200,3000,1.79769313486232e+308
242,"8/26/99",1,3120259,2,"Fruit (Kg)",1.79769313486232e+308,500,1.79769313486232e+308
243,"8/26/99",1,3120259,3,"Other forest product",100,1000,1.79769313486232e+308
244,"8/26/99",1,3120259,4,"Milk (Litre)",175,2100,1.79769313486232e+308
245,"8/26/99",1,3120259,5,"Egg (4 Numbers)",15,180,1.79769313486232e+308
246,"8/26/99",1,3120259,6,"Other agri product (Kg)",1.79769313486232e+308,500,1.79769313486232e+308
194,"8/26/99",1,3120339,1,"Tress (number)",25,300,1.79769313486232e+308
195,"8/26/99",1,3120339,4,"Milk (Litre)",45,360,1.79769313486232e+308
222,"8/26/99",1,3120349,1,"Tress (number)",5,100,1.79769313486232e+308
223,"8/26/99",1,3120349,2,"Fruit (Kg)",10,200,1.79769313486232e+308
224,"8/26/99",1,3120349,4,"Milk (Litre)",360,5760,1.79769313486232e+308
225,"8/26/99",1,3120349,5,"Egg (4 Numbers)",5,60,1.79769313486232e+308
226,"8/26/99",1,3120349,6,"Other agri product (Kg)",1.79769313486232e+308,10000,1000
247,"8/26/99",1,3120359,1,"Tress (number)",10,500,1.79769313486232e+308
248,"8/26/99",1,3120359,4,"Milk (Litre)",180,2900,1.79769313486232e+308
249,"8/26/99",1,3120359,5,"Egg (4 Numbers)",23,225,1.79769313486232e+308
250,"8/26/99",1,3120359,6,"Other agri product (Kg)",1.79769313486232e+308,500,100
196,"8/26/99",1,3120439,1,"Tress (number)",5,700,1.79769313486232e+308
197,"8/26/99",1,3120439,3,"Other forest product",5,350,1.79769313486232e+308
198,"8/26/99",1,3120439,5,"Egg (4 Numbers)",7,84,1.79769313486232e+308
199,"8/26/99",1,3120439,6,"Other agri product (Kg)",1.79769313486232e+308,300,1.79769313486232e+308
227,"8/26/99",1,3120449,1,"Tress (number)",10,600,1.79769313486232e+308
228,"8/26/99",1,3120449,5,"Egg (4 Numbers)",6,72,1.79769313486232e+308
229,"8/26/99",1,3120449,6,"Other agri product (Kg)",1.79769313486232e+308,1050,300
251,"8/26/99",1,3120459,1,"Tress (number)",20,500,1.79769313486232e+308
252,"8/26/99",1,3120459,3,"Other forest product",8,200,1.79769313486232e+308
253,"8/26/99",1,3120459,5,"Egg (4 Numbers)",15,180,1.79769313486232e+308
254,"8/26/99",1,3120459,6,"Other agri product (Kg)",1.79769313486232e+308,300,50
200,"8/26/99",1,3120539,1,"Tress (number)",50,500,1.79769313486232e+308
201,"8/26/99",1,3120539,2,"Fruit (Kg)",20,400,1.79769313486232e+308
202,"8/26/99",1,3120539,3,"Other forest product",75,300,1.79769313486232e+308
203,"8/26/99",1,3120539,5,"Egg (4 Numbers)",8,96,1.79769313486232e+308
204,"8/26/99",1,3120539,6,"Other agri product (Kg)",1.79769313486232e+308,200,30
230,"8/26/99",1,3120549,5,"Egg (4 Numbers)",18,200,1.79769313486232e+308
231,"8/26/99",1,3120549,6,"Other agri product (Kg)",1.79769313486232e+308,200,15
205,"8/26/99",1,3120639,3,"Other forest product",20,500,1.79769313486232e+308
206,"8/26/99",1,3120639,5,"Egg (4 Numbers)",90,1080,1.79769313486232e+308
232,"8/26/99",1,3120649,6,"Other agri product (Kg)",1.79769313486232e+308,600,1.79769313486232e+308
207,"8/26/99",1,3120739,5,"Egg (4 Numbers)",2,24,1.79769313486232e+308
233,"8/26/99",1,3120749,1,"Tress (number)",5,400,1.79769313486232e+308
234,"8/26/99",1,3120749,2,"Fruit (Kg)",10,150,1.79769313486232e+308
235,"8/26/99",1,3120749,3,"Other forest product",5,200,1.79769313486232e+308
236,"8/26/99",1,3120749,4,"Milk (Litre)",270,4320,1.79769313486232e+308
237,"8/26/99",1,3120749,5,"Egg (4 Numbers)",8,96,1.79769313486232e+308
208,"8/26/99",1,3120839,1,"Tress (number)",12,360,1.79769313486232e+308
209,"8/26/99",1,3120839,5,"Egg (4 Numbers)",8,96,1.79769313486232e+308
210,"8/26/99",1,3120939,1,"Tress (number)",5,100,1.79769313486232e+308
211,"8/26/99",1,3120939,3,"Other forest product",100,700,1.79769313486232e+308
212,"8/26/99",1,3120939,5,"Egg (4 Numbers)",30,360,1.79769313486232e+308
213,"8/26/99",1,3120939,6,"Other agri product (Kg)",1.79769313486232e+308,1000,200
214,"8/26/99",1,3121039,5,"Egg (4 Numbers)",2,24,1.79769313486232e+308
183,"8/31/99",1,3130139,5,"Egg (4 Numbers)",2,28,1.79769313486232e+308
196,"9/06/99",1,3130149,2,"Fruit (Kg)",20,400,1.79769313486232e+308
197,"9/06/99",1,3130149,3,"Other forest product",25,200,1.79769313486232e+308
198,"9/06/99",1,3130149,5,"Egg (4 Numbers)",7,84,1.79769313486232e+308
199,"9/06/99",1,3130149,6,"Other agri product (Kg)",1.79769313486232e+308,300,50
223,"9/06/99",1,3130159,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
184,"9/06/99",1,3130239,1,"Tress (number)",2,1000,1.79769313486232e+308
185,"9/06/99",1,3130239,2,"Fruit (Kg)",20,300,1.79769313486232e+308
186,"9/06/99",1,3130239,3,"Other forest product",20,300,1.79769313486232e+308
187,"9/06/99",1,3130239,5,"Egg (4 Numbers)",12,144,1.79769313486232e+308
188,"9/06/99",1,3130239,6,"Other agri product (Kg)",1.79769313486232e+308,300,1.79769313486232e+308
200,"9/06/99",1,3130249,2,"Fruit (Kg)",1.79769313486232e+308,300,1.79769313486232e+308
201,"9/06/99",1,3130249,3,"Other forest product",15,1000,1.79769313486232e+308
202,"9/06/99",1,3130249,4,"Milk (Litre)",315,5040,1.79769313486232e+308
203,"9/06/99",1,3130249,5,"Egg (4 Numbers)",10,120,1.79769313486232e+308
204,"9/06/99",1,3130249,6,"Other agri product (Kg)",1.79769313486232e+308,2500,500
224,"9/06/99",1,3130259,3,"Other forest product",1.79769313486232e+308,1450,1.79769313486232e+308
225,"9/06/99",1,3130259,5,"Egg (4 Numbers)",2,28,1.79769313486232e+308
189,"9/06/99",1,3130339,1,"Tress (number)",3,120,1.79769313486232e+308
190,"9/06/99",1,3130339,3,"Other forest product",10,320,1.79769313486232e+308
205,"9/06/99",1,3130349,5,"Egg (4 Numbers)",6,72,1.79769313486232e+308
226,"9/06/99",1,3130359,2,"Fruit (Kg)",1.79769313486232e+308,120,1.79769313486232e+308
227,"9/06/99",1,3130359,3,"Other forest product",8,180,1.79769313486232e+308
191,"9/06/99",1,3130439,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
206,"9/06/99",1,3130449,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
228,"9/06/99",1,3130459,2,"Fruit (Kg)",1.79769313486232e+308,1650,1.79769313486232e+308
229,"9/06/99",1,3130459,3,"Other forest product",30,500,1.79769313486232e+308
230,"9/06/99",1,3130459,5,"Egg (4 Numbers)",20,300,1.79769313486232e+308
231,"9/06/99",1,3130459,6,"Other agri product (Kg)",1.79769313486232e+308,500,1.79769313486232e+308
192,"9/06/99",1,3130539,3,"Other forest product",10,100,1.79769313486232e+308
193,"9/06/99",1,3130539,5,"Egg (4 Numbers)",50,700,1.79769313486232e+308
194,"9/06/99",1,3130539,6,"Other agri product (Kg)",1.79769313486232e+308,250,1.79769313486232e+308
207,"9/06/99",1,3130549,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
195,"9/06/99",1,3130629,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
208,"9/06/99",1,3130649,2,"Fruit (Kg)",1.79769313486232e+308,400,1.79769313486232e+308
209,"9/06/99",1,3130649,3,"Other forest product",15,600,1.79769313486232e+308
210,"9/06/99",1,3130649,5,"Egg (4 Numbers)",2,28,1.79769313486232e+308
211,"9/06/99",1,3130749,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
212,"9/06/99",1,3130849,2,"Fruit (Kg)",1.79769313486232e+308,800,1.79769313486232e+308
213,"9/06/99",1,3130849,3,"Other forest product",22,350,1.79769313486232e+308
214,"9/06/99",1,3130949,2,"Fruit (Kg)",10,300,1.79769313486232e+308
215,"9/06/99",1,3130949,3,"Other forest product",15,300,1.79769313486232e+308
216,"9/06/99",1,3130949,5,"Egg (4 Numbers)",6,72,1.79769313486232e+308
217,"9/06/99",1,3130949,6,"Other agri product (Kg)",1.79769313486232e+308,300,1.79769313486232e+308
218,"9/06/99",1,3131049,5,"Egg (4 Numbers)",20,240,1.79769313486232e+308
219,"9/06/99",1,3131049,6,"Other agri product (Kg)",1.79769313486232e+308,800,60
220,"9/06/99",1,3131149,2,"Fruit (Kg)",6,120,1.79769313486232e+308
221,"9/06/99",1,3131149,3,"Other forest product",10,100,1.79769313486232e+308
222,"9/06/99",1,3131149,6,"Other agri product (Kg)",1.79769313486232e+308,200,1.79769313486232e+308
1,"8/10/99",1,3210139,1,"Tress (number)",15,600,1.79769313486232e+308
2,"8/10/99",1,3210139,2,"Fruit (Kg)",1.79769313486232e+308,250,1.79769313486232e+308
3,"8/10/99",1,3210139,3,"Other forest product",20,1800,1.79769313486232e+308
4,"8/10/99",1,3210139,5,"Egg (4 Numbers)",5,70,1.79769313486232e+308
31,"8/10/99",1,3210149,1,"Tress (number)",20,400,1.79769313486232e+308
32,"8/10/99",1,3210149,2,"Fruit (Kg)",1.79769313486232e+308,240,1.79769313486232e+308
33,"8/10/99",1,3210149,5,"Egg (4 Numbers)",4,56,1.79769313486232e+308
51,"8/10/99",1,3210159,1,"Tress (number)",5,640,1.79769313486232e+308
52,"8/10/99",1,3210159,2,"Fruit (Kg)",1.79769313486232e+308,280,1.79769313486232e+308
53,"8/10/99",1,3210159,3,"Other forest product",3,390,1.79769313486232e+308
54,"8/10/99",1,3210159,5,"Egg (4 Numbers)",8,128,1.79769313486232e+308
5,"8/10/99",1,3210239,1,"Tress (number)",2,60,1.79769313486232e+308
6,"8/10/99",1,3210239,3,"Other forest product",4,80,1.79769313486232e+308
7,"8/10/99",1,3210239,5,"Egg (4 Numbers)",4,64,1.79769313486232e+308
34,"8/10/99",1,3210249,1,"Tress (number)",23,1960,1.79769313486232e+308
35,"8/10/99",1,3210249,3,"Other forest product",8,360,1.79769313486232e+308
55,"8/10/99",1,3210259,1,"Tress (number)",7,150,1.79769313486232e+308
56,"8/10/99",1,3210259,2,"Fruit (Kg)",1.79769313486232e+308,50,1.79769313486232e+308
8,"8/10/99",1,3210339,1,"Tress (number)",2,210,1.79769313486232e+308
9,"8/10/99",1,3210339,2,"Fruit (Kg)",1,60,1.79769313486232e+308
10,"8/10/99",1,3210339,3,"Other forest product",4,60,1.79769313486232e+308
11,"8/10/99",1,3210339,4,"Milk (Litre)",180,2880,1.79769313486232e+308
12,"8/10/99",1,3210339,5,"Egg (4 Numbers)",10,120,1.79769313486232e+308
36,"8/10/99",1,3210349,1,"Tress (number)",3,120,1.79769313486232e+308
37,"8/10/99",1,3210349,3,"Other forest product",2,30,1.79769313486232e+308
38,"8/10/99",1,3210349,5,"Egg (4 Numbers)",4,64,1.79769313486232e+308
57,"8/10/99",1,3210359,5,"Egg (4 Numbers)",7,112,1.79769313486232e+308
13,"8/10/99",1,3210439,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
39,"8/10/99",1,3210449,1,"Tress (number)",7,300,1.79769313486232e+308
40,"8/10/99",1,3210449,3,"Other forest product",4,200,1.79769313486232e+308
41,"8/10/99",1,3210449,5,"Egg (4 Numbers)",5,75,1.79769313486232e+308
58,"8/10/99",1,3210459,1,"Tress (number)",8,100,1.79769313486232e+308
59,"8/10/99",1,3210459,2,"Fruit (Kg)",5,200,1.79769313486232e+308
14,"8/10/99",1,3210539,1,"Tress (number)",4,180,1.79769313486232e+308
15,"8/10/99",1,3210539,2,"Fruit (Kg)",1.79769313486232e+308,200,1.79769313486232e+308
16,"8/10/99",1,3210539,3,"Other forest product",19,210,1.79769313486232e+308
17,"8/10/99",1,3210539,5,"Egg (4 Numbers)",5,60,1.79769313486232e+308
42,"8/10/99",1,3210549,1,"Tress (number)",12,200,1.79769313486232e+308
43,"8/10/99",1,3210549,3,"Other forest product",4,500,1.79769313486232e+308
44,"8/10/99",1,3210549,5,"Egg (4 Numbers)",7,98,1.79769313486232e+308
18,"8/10/99",1,3210619,1,"Tress (number)",2,60,1.79769313486232e+308
19,"8/10/99",1,3210619,3,"Other forest product",3,150,1.79769313486232e+308
20,"8/10/99",1,3210619,5,"Egg (4 Numbers)",4,64,1.79769313486232e+308
45,"8/10/99",1,3210649,1,"Tress (number)",12,840,1.79769313486232e+308
46,"8/10/99",1,3210649,3,"Other forest product",15,1080,1.79769313486232e+308
47,"8/10/99",1,3210649,5,"Egg (4 Numbers)",4,64,1.79769313486232e+308
21,"8/10/99",1,3210739,1,"Tress (number)",1,60,1.79769313486232e+308
22,"8/10/99",1,3210739,5,"Egg (4 Numbers)",8,96,1.79769313486232e+308
48,"8/10/99",1,3210749,1,"Tress (number)",2,100,1.79769313486232e+308
49,"8/10/99",1,3210749,5,"Egg (4 Numbers)",4,56,1.79769313486232e+308
50,"8/10/99",1,3210749,6,"Other agri product (Kg)",25,125,1.79769313486232e+308
23,"8/10/99",1,3210829,3,"Other forest product",5,420,1.79769313486232e+308
24,"8/10/99",1,3210829,5,"Egg (4 Numbers)",15,210,1.79769313486232e+308
25,"8/10/99",1,3210929,1,"Tress (number)",20,300,1.79769313486232e+308
26,"8/10/99",1,3210929,2,"Fruit (Kg)",10,200,1.79769313486232e+308
27,"8/10/99",1,3210929,5,"Egg (4 Numbers)",7.5,105,1.79769313486232e+308
28,"8/10/99",1,3211039,1,"Tress (number)",4,160,1.79769313486232e+308
29,"8/10/99",1,3211039,3,"Other forest product",5,120,1.79769313486232e+308
30,"8/10/99",1,3211039,4,"Milk (Litre)",38,563,1.79769313486232e+308
29,"8/23/99",1,3220139,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
49,"8/31/99",1,3220149,1,"Tress (number)",1,60,1.79769313486232e+308
55,"8/31/99",1,3220159,1,"Tress (number)",14,960,1.79769313486232e+308
56,"8/31/99",1,3220159,2,"Fruit (Kg)",4,230,1.79769313486232e+308
57,"8/31/99",1,3220159,3,"Other forest product",200,10000,1.79769313486232e+308
58,"8/31/99",1,3220159,5,"Egg (4 Numbers)",20,320,1.79769313486232e+308
30,"8/23/99",1,3220239,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
50,"8/31/99",1,3220249,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
59,"8/31/99",1,3220259,1,"Tress (number)",12,280,1.79769313486232e+308
60,"8/31/99",1,3220259,3,"Other forest product",18,320,1.79769313486232e+308
61,"8/31/99",1,3220259,5,"Egg (4 Numbers)",4,56,1.79769313486232e+308
31,"8/23/99",1,3220339,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
